parameter_name,parameter_value,n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,class_weight,csp_components,fold,subject,accuracy,f1_score,roc_auc
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,91,91,0.5909090909090909,0.6896551724137931,0.737603305785124
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,92,92,0.5892857142857143,0.43902439024390244,0.6782051282051281
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,93,93,0.8,0.7692307692307693,0.8636363636363636
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,94,94,0.8409090909090909,0.8679245283018868,0.9813664596273293
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,95,95,0.39285714285714285,0.5641025641025641,0.4947916666666667
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,96,96,0.5238095238095238,0.6774193548387096,0.4943310657596372
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,97,97,0.5,0.0,0.5392561983471075
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,98,98,0.6,0.7,0.6146245059288538
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,99,99,0.5348837209302325,0.4117647058823529,0.5324675324675325
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,100,100,0.5833333333333334,0.6511627906976745,0.5648148148148149
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,101,101,0.4888888888888889,0.0,0.5869565217391304
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,102,102,0.6666666666666666,0.5454545454545454,0.7628458498023715
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,103,103,0.6046511627906976,0.5641025641025641,0.699134199134199
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,104,104,0.5348837209302325,0.5833333333333334,0.4978354978354978
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,105,105,0.5111111111111111,0.35294117647058826,0.4782608695652174
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,106,106,0.6444444444444445,0.6190476190476191,0.7123015873015873
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,107,107,0.5555555555555556,0.5652173913043478,0.5833333333333333
class_weight,balanced,200,gini,10,10,5,sqrt,balanced,6,108,108,0.8222222222222222,0.7894736842105263,0.8616600790513833
class_weight,balanced_subsample,200,gini,10,10,5,sqrt,balanced_subsample,6,1,1,0.5777777777777777,0.6666666666666666,0.7747035573122529
class_weight,balanced_subsample,200,gini,10,10,5,sqrt,balanced_subsample,6,2,2,0.6666666666666666,0.4827586206896552,0.91699604743083
class_weight,balanced_subsample,200,gini,10,10,5,sqrt,balanced_subsample,6,3,3,0.4666666666666667,0.5384615384615384,0.4901185770750988
class_weight,balanced_subsample,200,gini,10,10,5,sqrt,balanced_subsample,6,4,4,0.6888888888888889,0.75,0.74901185770751
class_weight,balanced_subsample,200,gini,10,10,5,sqrt,balanced_subsample,6,5,5,0.37777777777777777,0.44,0.32341269841269843
class_weight,balanced_subsample,200,gini,10,10,5,sqrt,balanced_subsample,6,6,6,0.4888888888888889,0.0,0.511904761904762
class_weight,balanced_subsample,200,gini,10,10,5,sqrt,balanced_subsample,6,7,7,0.6888888888888889,0.7586206896551724,0.9347826086956521
class_weight,balanced_subsample,200,gini,10,10,5,sqrt,balanced_subsample,6,8,8,0.5777777777777777,0.5581395348837209,0.6818181818181819
class_weight,balanced_subsample,200,gini,10,10,5,sqrt,balanced_subsample,6,9,9,0.5555555555555556,0.375,0.6031746031746033
class_weight,balanced_subsample,200,gini,10,10,5,sqrt,balanced_subsample,6,10,10,0.6444444444444445,0.6666666666666666,0.7242063492063492
class_weight,balanced_subsample,200,gini,10,10,5,sqrt,balanced_subsample,6,11,11,0.4444444444444444,0.5614035087719298,0.5513833992094861
class_weight,balanced_subsample,200,gini,10,10,5,sqrt,balanced_subsample,6,12,12,0.5777777777777777,0.5365853658536586,0.621031746031746
class_weight,balanced_subsample,200,gini,10,10,5,sqrt,balanced_subsample,6,13,13,0.7428571428571429,0.7096774193548387,0.8300653594771241
class_weight,balanced_subsample,200,gini,10,10,5,sqrt,balanced_subsample,6,14,14,0.6222222222222222,0.6792452830188679,0.6600790513833992
class_weight,balanced_subsample,200,gini,10,10,5,sqrt,balanced_subsample,6,15,15,0.5555555555555556,0.6875,0.9011857707509882
class_weight,balanced_subsample,200,gini,10,10,5,sqrt,balanced_subsample,6,16,16,0.7111111111111111,0.7450980392156863,0.7035573122529645
class_weight,balanced_subsample,200,gini,10,10,5,sqrt,balanced_subsample,6,17,17,0.5476190476190477,0.09523809523809523,0.5090909090909091
class_weight,balanced_subsample,200,gini,10,10,5,sqrt,balanced_subsample,6,18,18,0.4666666666666667,0.6129032258064516,0.4505928853754941
class_weight,balanced_subsample,200,gini,10,10,5,sqrt,balanced_subsample,6,19,19,0.6,0.7,0.8043478260869565
