trial_number,kernel,C,gamma,degree,coef0,class_weight,csp_components,fold,subject,accuracy,f1_score,roc_auc,support
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,33,33,0.6444444444444445,0.5555555555555556,0.7213438735177865,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,34,34,0.8888888888888888,0.9056603773584906,0.976190476190476,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,35,35,0.5333333333333333,0.16,0.808300395256917,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,36,36,0.5,0.42105263157894735,0.4628099173553719,44
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,37,37,0.4888888888888889,0.6567164179104478,0.6166007905138341,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,38,38,0.5777777777777777,0.2962962962962963,0.5889328063241106,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,39,39,0.5,0.47619047619047616,0.5113871635610766,44
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,40,40,0.4666666666666667,0.0,0.5198412698412699,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,41,41,0.6,0.3076923076923077,0.7916666666666666,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,42,42,0.9111111111111111,0.9047619047619048,0.9644268774703558,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,43,43,0.7555555555555555,0.6857142857142857,0.9328063241106719,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,44,44,0.5172413793103449,0.4166666666666667,0.7047619047619048,29
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,45,45,0.5333333333333333,0.2222222222222222,0.5335968379446641,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,46,46,0.6222222222222222,0.45161290322580644,0.7292490118577075,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,47,47,0.4888888888888889,0.5490196078431373,0.5972222222222222,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,48,48,0.7058823529411765,0.6666666666666666,0.9142857142857141,17
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,49,49,0.8444444444444444,0.8205128205128205,0.9545454545454546,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,50,50,0.5333333333333333,0.08695652173913043,0.6047430830039526,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,51,51,0.5333333333333333,0.27586206896551724,0.5317460317460317,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,52,52,0.7317073170731707,0.6451612903225806,0.7990430622009569,41
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,53,53,0.4883720930232558,0.3125,0.5606060606060606,43
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,54,54,0.5384615384615384,0.625,0.8070652173913044,39
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,55,55,0.7555555555555555,0.6666666666666666,0.9031620553359684,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,56,56,0.7954545454545454,0.7692307692307693,0.9111570247933884,44
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,57,57,0.6888888888888889,0.6818181818181818,0.7123015873015873,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,58,58,0.5555555555555556,0.3333333333333333,0.5992063492063492,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,59,59,0.5333333333333333,0.0,0.4722222222222222,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,60,60,0.7954545454545454,0.8,0.9235537190082643,44
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,61,61,0.6976744186046512,0.6060606060606061,0.8203463203463204,43
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,62,62,0.8666666666666667,0.8421052631578947,0.9466403162055337,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,63,63,0.4883720930232558,0.0,0.5844155844155844,43
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,64,64,0.6444444444444445,0.6521739130434783,0.7826086956521738,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,65,65,0.6888888888888889,0.6111111111111112,0.7936507936507936,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,66,66,0.4888888888888889,0.5106382978723404,0.5177865612648221,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,67,67,0.4888888888888889,0.08,0.6146245059288538,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,68,68,0.5111111111111111,0.08333333333333333,0.5671936758893281,45
