parameter_name,parameter_value,cov_estimator,ts_metric,C,solver,class_weight,fold,subject,accuracy,f1_score,roc_auc
C,10.0,lwf,riemann,10.0,lbfgs,balanced,10,10,0.5555555555555556,0.6666666666666666,0.6845238095238095
C,10.0,lwf,riemann,10.0,lbfgs,balanced,11,11,0.5111111111111111,0.0,0.4881422924901186
C,10.0,lwf,riemann,10.0,lbfgs,balanced,12,12,0.8,0.7906976744186046,0.8412698412698413
C,10.0,lwf,riemann,10.0,lbfgs,balanced,13,13,0.8,0.7741935483870968,0.869281045751634
C,10.0,lwf,riemann,10.0,lbfgs,balanced,14,14,0.6444444444444445,0.6190476190476191,0.7351778656126483
C,10.0,lwf,riemann,10.0,lbfgs,balanced,15,15,0.6222222222222222,0.7213114754098361,0.9308300395256917
C,10.0,lwf,riemann,10.0,lbfgs,balanced,16,16,0.5777777777777777,0.6984126984126984,0.7865612648221344
C,10.0,lwf,riemann,10.0,lbfgs,balanced,17,17,0.5476190476190477,0.17391304347826086,0.6022727272727273
C,10.0,lwf,riemann,10.0,lbfgs,balanced,18,18,0.5111111111111111,0.65625,0.39723320158102765
C,10.0,lwf,riemann,10.0,lbfgs,balanced,19,19,0.5555555555555556,0.16666666666666666,0.66600790513834
C,10.0,lwf,riemann,10.0,lbfgs,balanced,20,20,0.5555555555555556,0.5238095238095238,0.6225296442687747
