parameter_name,parameter_value,temporal_filters,depth_multiplier,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,fold,subject,accuracy,f1_score,roc_auc,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,99,99,0.4883720930232558,0.0,0.5151515151515151,10.008733401999962,0.002076662000035867,0.04829446511711319,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,100,100,0.5555555555555556,0.6,0.595679012345679,10.005948828000328,0.0021687130001737387,0.06024202778260385,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,101,101,0.4888888888888889,0.0,0.4841897233201581,10.005886877999728,0.0022602750004807604,0.05022833334401689,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,102,102,0.5111111111111111,0.6764705882352942,0.7450592885375494,10.019162368000252,0.002310930999556149,0.05135402221235886,0.014316558837890625,1858,0.00390625,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,103,103,0.7209302325581395,0.6842105263157895,0.8398268398268398,10.02941815200029,0.0022797810006522923,0.05301816280586726,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,104,104,0.4883720930232558,0.65625,0.7380952380952381,10.010278520000611,0.0020529349994831136,0.047742674406584036,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,105,105,0.6666666666666666,0.7058823529411765,0.8023715415019763,10.025162261999867,0.002279712000017753,0.05066026666706117,0.014316558837890625,1858,0.00390625,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,106,106,0.5333333333333333,0.631578947368421,0.626984126984127,10.031594357999893,0.0023698770000919467,0.0526639333353766,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,107,107,0.5777777777777777,0.45714285714285713,0.5535714285714286,10.019797631000074,0.002276707999953942,0.0505935111100876,0.014316558837890625,1858,0.00390625,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,108,108,0.5111111111111111,0.08333333333333333,0.9150197628458498,9.99826290799956,0.0022055399995224434,0.04901199998938763,0.014316558837890625,1858,0.00390625,41.77880859375
dropout_rate,0.5,8,2,64,0.5,0.001,32,20,0.0,1,1,0.6,0.7,0.7707509881422926,10.019276191000245,0.0023566070003653294,0.05236904445256287,0.014316558837890625,1858,0.04296875,41.77880859375
dropout_rate,0.5,8,2,64,0.5,0.001,32,20,0.0,2,2,0.8444444444444444,0.8627450980392157,0.9604743083003953,10.004077530999893,0.0021440079999592854,0.047644622221317455,0.014316558837890625,1858,0.0078125,41.77880859375
dropout_rate,0.5,8,2,64,0.5,0.001,32,20,0.0,3,3,0.4666666666666667,0.14285714285714285,0.29841897233201575,10.02210444100001,0.0023767920001773746,0.05281760000394166,0.014316558837890625,1858,0.0078125,41.77880859375
dropout_rate,0.5,8,2,64,0.5,0.001,32,20,0.0,4,4,0.6888888888888889,0.5625,0.7430830039525691,9.995644113999333,0.0023042960001475876,0.051206577781057507,0.014316558837890625,1858,0.00390625,41.77880859375
dropout_rate,0.5,8,2,64,0.5,0.001,32,20,0.0,5,5,0.4222222222222222,0.07142857142857142,0.42261904761904756,10.00354016700021,0.0022246760008783895,0.04943724446396421,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.5,8,2,64,0.5,0.001,32,20,0.0,6,6,0.4888888888888889,0.6229508196721312,0.5317460317460317,10.128305993999675,0.002732776999437192,0.06072837776527094,0.014316558837890625,1858,0.00390625,41.77880859375
dropout_rate,0.5,8,2,64,0.5,0.001,32,20,0.0,7,7,0.6222222222222222,0.37037037037037035,0.9960474308300395,10.008779298000263,0.002178794000428752,0.04841764445397227,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.5,8,2,64,0.5,0.001,32,20,0.0,8,8,0.5777777777777777,0.3448275862068966,0.7964426877470356,10.018643872000212,0.0023617799997737166,0.05248399999497148,0.014316558837890625,1858,0.00390625,41.77880859375
dropout_rate,0.5,8,2,64,0.5,0.001,32,20,0.0,9,9,0.5111111111111111,0.0,0.5853174603174602,10.004079210999407,0.002365831000133767,0.05257402222519482,0.014316558837890625,1858,0.00390625,41.77880859375
