parameter_name,parameter_value,f1,depth_multiplier,f2,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,accuracy,f1_score,roc_auc,support,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb,final_train_loss,best_train_loss,best_val_loss,best_epoch,stopped_epoch
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,28,28,0.5555555555555556,0.47368421052631576,0.5434782608695653,45,42.258025265007745,0.005717416992411017,0.12705371094246706,0.00708770751953125,1858,0.0,12.30224609375,0.5466886916314694,0.5704039082554356,0.5785481850306193,20,30
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,29,29,0.8666666666666667,0.875,0.9841897233201582,45,33.330912108998746,0.00454862299375236,0.10108051097227468,0.00708770751953125,1858,0.0,12.30224609375,0.5799056985079108,0.5937371920270158,0.5628659531474114,14,24
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,30,30,0.6222222222222222,0.6909090909090908,0.6924603174603174,45,35.75693706003949,0.005748077004682273,0.12773504454849496,0.00708770751953125,1858,0.0,12.30224609375,0.5643119750820639,0.5839368851692505,0.5820076485474904,16,26
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,31,31,0.8,0.8085106382978724,0.8557312252964426,45,35.53724767500535,0.005673625972121954,0.12608057715826565,0.00708770751953125,1858,0.0,12.30224609375,0.5681596283903594,0.5868760875422692,0.586876263221105,16,26
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,32,32,0.7045454545454546,0.7346938775510203,0.8571428571428571,44,47.20940131001407,0.005058114998973906,0.11495715906758877,0.00708770751953125,1858,0.0,12.30224609375,0.556505970401909,0.5744448025416965,0.5675680170456568,25,35
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,33,33,0.6666666666666666,0.5454545454545455,0.8557312252964427,45,40.842756554018706,0.004538145964033902,0.10084768808964226,0.00708770751953125,1858,0.0,12.30224609375,0.5647768106297395,0.5795089211527386,0.5738142093022665,20,30
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,34,34,0.9111111111111111,0.9090909090909091,0.9682539682539681,45,32.83239587099524,0.005675719992723316,0.126127110949407,0.00708770751953125,1858,0.0,12.30224609375,0.5723078193093434,0.5919608746871295,0.5915766169627508,14,24
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,35,35,0.6888888888888889,0.6315789473684211,0.8418972332015809,45,25.30406536400551,0.005755129037424922,0.12789175638722047,0.00708770751953125,1858,0.0,12.30224609375,0.5930042045877914,0.6119545153112013,0.5945627291997274,8,18
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,36,36,0.5,0.576923076923077,0.5950413223140496,44,52.955320640990976,0.006927623995579779,0.15744599989954042,0.00708770751953125,1858,0.0,12.30224609375,0.5617870215907297,0.5636322224094841,0.5688132857282956,28,38
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,37,37,0.5111111111111111,0.0,0.432806324110672,45,63.15853109199088,0.0058180830092169344,0.1292907335381541,0.00708770751953125,1858,0.0,12.30224609375,0.554498361997278,0.5572200810727964,0.5604662636915843,36,46
