trial_number,temporal_filters,depth_multiplier,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,accuracy,f1_score,roc_auc,support,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb,final_train_loss,best_train_loss,best_val_loss,best_epoch,stopped_epoch
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,25,25,0.8222222222222222,0.8461538461538461,0.8517786561264822,45,14.803053585987072,0.003601693024393171,0.0800376227642927,0.01410675048828125,3698,0.0,43.16455078125,0.5725944448601116,0.5787633165265574,0.5927623152732849,22,27
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,26,26,0.5333333333333333,0.6666666666666666,0.8095238095238095,45,8.246492851991206,0.0023406469845212996,0.05201437743380666,0.01410675048828125,3698,0.0,43.16455078125,0.5978493096702027,0.603014802616654,0.5880658447742462,10,15
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,27,27,0.5555555555555556,0.6428571428571428,0.6541501976284585,45,14.929777126992121,0.0030850099865347147,0.06855577747854921,0.01410675048828125,3698,0.0,43.16455078125,0.5798810921383627,0.5828381934852311,0.5733373622099559,22,27
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,28,28,0.5777777777777777,0.5957446808510638,0.5869565217391305,45,14.269181668991223,0.0031570169958285987,0.07015593324063552,0.01410675048828125,3698,0.0,43.16455078125,0.573718277568167,0.5890337152011467,0.5819962501525879,21,26
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,29,29,0.9111111111111111,0.9130434782608695,0.9861660079051383,45,10.952825439046137,0.002507634984795004,0.055725221884333424,0.01410675048828125,3698,0.0,43.16455078125,0.5880592235110023,0.6043928556821563,0.5690485914548238,15,20
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,30,30,0.5777777777777777,0.2962962962962963,0.6646825396825397,45,5.4140450389822945,0.0024859850527718663,0.05524411228381926,0.01410675048828125,3698,0.0,43.16455078125,0.6074451291651437,0.6248304613611915,0.6050535261631012,5,10
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,31,31,0.8444444444444444,0.851063829787234,0.8794466403162056,45,18.017171954968944,0.0018851440399885178,0.04189208977752262,0.01410675048828125,3698,0.0,43.16455078125,0.5729067463314894,0.5828702695893518,0.5900754113992055,28,33
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,32,32,0.75,0.7555555555555555,0.7950310559006212,44,8.715176144032739,0.0031097339815460145,0.07067577230786397,0.01410675048828125,3698,0.00390625,43.16455078125,0.5986762376445712,0.6096237556952419,0.5829452276229858,11,16
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,33,33,0.7111111111111111,0.6285714285714286,0.8675889328063242,45,10.944039337977301,0.0031030999962240458,0.06895777769386768,0.01410675048828125,3698,0.0,43.16455078125,0.5907054500597896,0.6028038811954585,0.5805362284183502,15,20
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,34,34,0.7111111111111111,0.7868852459016393,0.9464285714285714,45,5.51752764795674,0.0035398139734752476,0.0786625327438944,0.01410675048828125,3698,0.0,43.16455078125,0.6143925318663771,0.6336608637462963,0.6167107164859772,5,10
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,35,35,0.5777777777777777,0.29629629629629634,0.8972332015810277,45,5.539511005976237,0.002583483001217246,0.05741073336038324,0.01410675048828125,3698,0.0,43.16455078125,0.6061295153516711,0.6301609591552706,0.6085123121738434,5,10
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,36,36,0.5681818181818182,0.6545454545454545,0.5309917355371901,44,11.519703093043063,0.00312281702645123,0.07097311423752795,0.01410675048828125,3698,0.0,43.16455078125,0.5820951224728064,0.5993956462903456,0.5933795173962911,16,21
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,37,37,0.5111111111111111,0.0,0.4565217391304348,45,8.704583328042645,0.0017211700323969126,0.03824822294215361,0.01410675048828125,3698,0.0,43.16455078125,0.5938882387497209,0.608820682222193,0.5876801530520122,11,16
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,38,38,0.5555555555555556,0.5,0.5968379446640316,45,8.980991858989,0.003134548955131322,0.06965664344736272,0.01410675048828125,3698,0.0,43.16455078125,0.6051977080377665,0.6186106087583484,0.5829062581062316,11,16
