parameter_name,parameter_value,n_neighbors,weights,metric,p,csp_components,fold,subject,accuracy,f1_score,roc_auc
metric,manhattan,5,distance,manhattan,2,6,21,21,0.6444444444444445,0.6666666666666666,0.673611111111111
metric,manhattan,5,distance,manhattan,2,6,22,22,0.4,0.49056603773584906,0.44664031620553357
metric,manhattan,5,distance,manhattan,2,6,23,23,0.6136363636363636,0.6792452830188679,0.7086776859504132
metric,manhattan,5,distance,manhattan,2,6,24,24,0.5,0.4,0.7532467532467532
metric,manhattan,5,distance,manhattan,2,6,25,25,0.6,0.5909090909090909,0.6166007905138341
metric,manhattan,5,distance,manhattan,2,6,26,26,0.5555555555555556,0.5833333333333334,0.5138888888888888
metric,manhattan,5,distance,manhattan,2,6,27,27,0.4444444444444444,0.576271186440678,0.5622529644268774
metric,manhattan,5,distance,manhattan,2,6,28,28,0.6666666666666666,0.6666666666666666,0.5711462450592886
metric,manhattan,5,distance,manhattan,2,6,29,29,0.6666666666666666,0.7169811320754716,0.8300395256916996
metric,manhattan,5,distance,manhattan,2,6,30,30,0.6444444444444445,0.5,0.5734126984126984
metric,manhattan,5,distance,manhattan,2,6,31,31,0.6666666666666666,0.7058823529411765,0.6521739130434783
metric,manhattan,5,distance,manhattan,2,6,32,32,0.6136363636363636,0.6222222222222222,0.6790890269151139
metric,manhattan,5,distance,manhattan,2,6,33,33,0.6444444444444445,0.5789473684210527,0.7252964426877471
metric,manhattan,5,distance,manhattan,2,6,34,34,0.7111111111111111,0.7346938775510204,0.7817460317460317
metric,manhattan,5,distance,manhattan,2,6,35,35,0.5333333333333333,0.5531914893617021,0.4841897233201581
metric,manhattan,5,distance,manhattan,2,6,36,36,0.4318181818181818,0.46808510638297873,0.4194214876033058
metric,manhattan,5,distance,manhattan,2,6,37,37,0.5111111111111111,0.0,0.4604743083003952
metric,manhattan,5,distance,manhattan,2,6,38,38,0.5111111111111111,0.3888888888888889,0.4782608695652174
metric,manhattan,5,distance,manhattan,2,6,39,39,0.4318181818181818,0.4897959183673469,0.37060041407867494
metric,manhattan,5,distance,manhattan,2,6,40,40,0.5777777777777777,0.5957446808510638,0.5555555555555556
metric,manhattan,5,distance,manhattan,2,6,41,41,0.5777777777777777,0.5581395348837209,0.6329365079365079
metric,manhattan,5,distance,manhattan,2,6,42,42,0.7777777777777778,0.7619047619047619,0.857707509881423
metric,manhattan,5,distance,manhattan,2,6,43,43,0.5333333333333333,0.5116279069767442,0.5464426877470355
metric,manhattan,5,distance,manhattan,2,6,44,44,0.5172413793103449,0.46153846153846156,0.6142857142857143
metric,manhattan,5,distance,manhattan,2,6,45,45,0.5555555555555556,0.5,0.6007905138339921
metric,manhattan,5,distance,manhattan,2,6,46,46,0.4444444444444444,0.46808510638297873,0.4565217391304348
metric,manhattan,5,distance,manhattan,2,6,47,47,0.5777777777777777,0.6415094339622641,0.5525793650793651
metric,manhattan,5,distance,manhattan,2,6,48,48,0.6470588235294118,0.6666666666666666,0.6214285714285714
metric,manhattan,5,distance,manhattan,2,6,49,49,0.7777777777777778,0.782608695652174,0.8300395256916996
metric,manhattan,5,distance,manhattan,2,6,50,50,0.6,0.625,0.6996047430830039
metric,manhattan,5,distance,manhattan,2,6,51,51,0.4888888888888889,0.08,0.31547619047619047
metric,manhattan,5,distance,manhattan,2,6,52,52,0.5853658536585366,0.5641025641025641,0.6901913875598087
metric,manhattan,5,distance,manhattan,2,6,53,53,0.5348837209302325,0.47368421052631576,0.5043290043290044
metric,manhattan,5,distance,manhattan,2,6,54,54,0.5641025641025641,0.6222222222222222,0.7527173913043478
metric,manhattan,5,distance,manhattan,2,6,55,55,0.6888888888888889,0.6111111111111112,0.7905138339920948
metric,manhattan,5,distance,manhattan,2,6,56,56,0.6818181818181818,0.631578947368421,0.7706611570247934
metric,manhattan,5,distance,manhattan,2,6,57,57,0.6222222222222222,0.6046511627906976,0.6527777777777778
metric,manhattan,5,distance,manhattan,2,6,58,58,0.6,0.47058823529411764,0.5714285714285714
metric,manhattan,5,distance,manhattan,2,6,59,59,0.4,0.2702702702702703,0.3849206349206349
metric,manhattan,5,distance,manhattan,2,6,60,60,0.7272727272727273,0.7142857142857143,0.8677685950413223
metric,manhattan,5,distance,manhattan,2,6,61,61,0.6744186046511628,0.5882352941176471,0.7424242424242424
metric,manhattan,5,distance,manhattan,2,6,62,62,0.7333333333333333,0.7142857142857143,0.8122529644268776
metric,manhattan,5,distance,manhattan,2,6,63,63,0.5116279069767442,0.3225806451612903,0.6114718614718615
metric,manhattan,5,distance,manhattan,2,6,64,64,0.6222222222222222,0.6382978723404256,0.5889328063241107
metric,manhattan,5,distance,manhattan,2,6,65,65,0.4444444444444444,0.46808510638297873,0.5466269841269841
metric,manhattan,5,distance,manhattan,2,6,66,66,0.5333333333333333,0.5116279069767442,0.5592885375494071
metric,manhattan,5,distance,manhattan,2,6,67,67,0.5111111111111111,0.15384615384615385,0.4891304347826087
metric,manhattan,5,distance,manhattan,2,6,68,68,0.5777777777777777,0.45714285714285713,0.6472332015810277
metric,manhattan,5,distance,manhattan,2,6,69,69,0.4888888888888889,0.41025641025641024,0.49404761904761907
metric,manhattan,5,distance,manhattan,2,6,70,70,0.5111111111111111,0.45,0.49308300395256915
metric,manhattan,5,distance,manhattan,2,6,71,71,0.5333333333333333,0.36363636363636365,0.38537549407114624
metric,manhattan,5,distance,manhattan,2,6,72,72,0.6444444444444445,0.5555555555555556,0.8260869565217391
metric,manhattan,5,distance,manhattan,2,6,73,73,0.6222222222222222,0.37037037037037035,0.7114624505928854
metric,manhattan,5,distance,manhattan,2,6,74,74,0.4888888888888889,0.43902439024390244,0.5456349206349206
metric,manhattan,5,distance,manhattan,2,6,75,75,0.7073170731707317,0.6842105263157895,0.6988095238095238
