parameter_name,parameter_value,hidden_size,num_layers,dropout_rate,bidirectional,learning_rate,batch_size,epochs,weight_decay,fold,subject,accuracy,f1_score,roc_auc,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,40,40,0.4666666666666667,0.0,0.4841269841269842,4.6880042890006735,0.001707565999822691,0.03794591110717092,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,41,41,0.5333333333333333,0.0,0.3958333333333333,4.639220883997041,0.0015845039997657295,0.035211199994793996,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,42,42,0.4888888888888889,0.0,0.5009881422924901,4.591077091998159,0.001577169998199679,0.035048222182215094,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,43,43,0.5111111111111111,0.0,0.6699604743083004,4.439432441002282,0.0016211010006372817,0.03602446668082848,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,44,44,0.4827586206896552,0.0,0.5142857142857142,4.442389687999821,0.00098588800028665,0.033996137940918957,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,45,45,0.5111111111111111,0.0,0.6462450592885376,4.442980200998136,0.0016493870025442448,0.036653044500983216,0.026459693908691406,6338,0.0,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,46,46,0.5111111111111111,0.0,0.6590909090909091,4.537592626998958,0.0016079010019893758,0.035731133377541684,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,47,47,0.5333333333333333,0.0,0.5724206349206349,4.478914295999857,0.001611182997294236,0.03580406660653857,0.026459693908691406,6338,0.0,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,48,48,0.4117647058823529,0.0,0.5428571428571429,4.504304493002564,0.0008390809998672921,0.0493577058745466,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,49,49,0.5111111111111111,0.0,0.45849802371541504,4.513135027998942,0.0016250820008281153,0.0361129333517359,0.026459693908691406,6338,0.0,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,50,50,0.5111111111111111,0.0,0.49011857707509876,4.601001490998897,0.0016226369989453815,0.036058599976564035,0.026459693908691406,6338,0.0,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,51,51,0.5333333333333333,0.0,0.503968253968254,4.701795068001957,0.0017445109988329932,0.03876691108517762,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,52,52,0.5365853658536586,0.0,0.45334928229665067,4.740889999000501,0.0016310890023305546,0.039782658593428166,0.026459693908691406,6338,0.06640625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,53,53,0.4883720930232558,0.0,0.40151515151515155,4.5713709100018605,0.0015836659986234736,0.03682944182845287,0.026459693908691406,6338,0.0,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,54,54,0.41025641025641024,0.5818181818181818,0.49864130434782605,4.725483916001394,0.0016632859988021664,0.0426483589436453,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,55,55,0.4888888888888889,0.6567164179104478,0.3952569169960474,4.5241829750011675,0.0016010569997888524,0.03557904443975228,0.026459693908691406,6338,0.0,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,56,56,0.5,0.0,0.6043388429752066,4.51017366099768,0.0016601429997535888,0.037730522721672474,0.026459693908691406,6338,0.0,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,57,57,0.5333333333333333,0.0,0.4811507936507936,4.658304983000562,0.0016194950003409758,0.03598877778535502,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,58,58,0.5333333333333333,0.0,0.49404761904761907,4.512401478998072,0.0016261300006590318,0.03613622223686737,0.026459693908691406,6338,0.0078125,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,59,59,0.5333333333333333,0.0,0.5813492063492063,4.669382752999809,0.0016894059990590904,0.03754235553464646,0.026459693908691406,6338,0.0,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,60,60,0.5,0.0,0.5361570247933884,4.5270527100001345,0.0016384219998144545,0.03723686363214669,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,61,61,0.4883720930232558,0.0,0.5422077922077921,4.456936366001173,0.001619145001313882,0.03765453491427632,0.026459693908691406,6338,0.0078125,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,62,62,0.5111111111111111,0.0,0.5563241106719368,4.47944167300011,0.0016160029990714975,0.035911177757144384,0.026459693908691406,6338,0.0,87.63916015625
