parameter_name,parameter_value,kernel,C,gamma,degree,coef0,class_weight,csp_components,fold,subject,accuracy,f1_score,roc_auc
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,101,101,0.4888888888888889,0.0,0.691699604743083
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,102,102,0.8,0.7906976744186046,0.8794466403162056
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,103,103,0.6744186046511628,0.65,0.7922077922077921
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,104,104,0.4883720930232558,0.5769230769230769,0.4891774891774892
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,105,105,0.5555555555555556,0.16666666666666666,0.5691699604743083
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,106,106,0.6222222222222222,0.6222222222222222,0.6686507936507936
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,107,107,0.5777777777777777,0.5581395348837209,0.5992063492063492
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,108,108,0.8444444444444444,0.8205128205128205,0.8992094861660078
coef0,1.0,poly,1.0,scale,3,1.0,balanced,6,1,1,0.7555555555555555,0.7555555555555555,0.8399209486166008
coef0,1.0,poly,1.0,scale,3,1.0,balanced,6,2,2,0.6222222222222222,0.37037037037037035,0.9011857707509882
coef0,1.0,poly,1.0,scale,3,1.0,balanced,6,3,3,0.4666666666666667,0.4,0.4683794466403162
coef0,1.0,poly,1.0,scale,3,1.0,balanced,6,4,4,0.5111111111111111,0.6666666666666666,0.790513833992095
coef0,1.0,poly,1.0,scale,3,1.0,balanced,6,5,5,0.4444444444444444,0.5901639344262295,0.375
coef0,1.0,poly,1.0,scale,3,1.0,balanced,6,6,6,0.5333333333333333,0.0,0.5119047619047619
coef0,1.0,poly,1.0,scale,3,1.0,balanced,6,7,7,0.7111111111111111,0.7719298245614035,0.9802371541501976
coef0,1.0,poly,1.0,scale,3,1.0,balanced,6,8,8,0.6222222222222222,0.5405405405405406,0.7015810276679841
coef0,1.0,poly,1.0,scale,3,1.0,balanced,6,9,9,0.5555555555555556,0.5,0.5416666666666666
coef0,1.0,poly,1.0,scale,3,1.0,balanced,6,10,10,0.6222222222222222,0.6046511627906976,0.7023809523809524
coef0,1.0,poly,1.0,scale,3,1.0,balanced,6,11,11,0.4,0.49056603773584906,0.41699604743083
coef0,1.0,poly,1.0,scale,3,1.0,balanced,6,12,12,0.5333333333333333,0.36363636363636365,0.6964285714285715
coef0,1.0,poly,1.0,scale,3,1.0,balanced,6,13,13,0.8,0.7741935483870968,0.9117647058823529
coef0,1.0,poly,1.0,scale,3,1.0,balanced,6,14,14,0.6666666666666666,0.6666666666666666,0.8142292490118577
